symbol,asd,devreg,cns,housekeeping,gene_len,protein_len,transcripts,te,rvis
ADIRF,no link,non-devreg,non-CNS,luxury,2479,76,2,0,-0.05
ADK,no link,non-devreg,non-CNS,housekeeping,558119,362,8,1068,-0.34
ADM,no link,Devreg,non-CNS,luxury,2282,185,2,0,0.24
ADM2,no link,Devreg,non-CNS,luxury,4882,148,4,3,NA
ADM5,no link,non-devreg,non-CNS,luxury,2306,153,2,1,0.3
ADNP,no link,Devreg,non-CNS,housekeeping,40645,1102,8,49,-1.41
ADNP2,no link,non-devreg,non-CNS,luxury,31314,1131,2,54,-1.5
ADO,no link,non-devreg,non-CNS,housekeeping,3724,270,2,0,0.08
ADORA1,no link,non-devreg,non-CNS,luxury,39698,326,4,72,-0.2
ADORA2A,no link,non-devreg,CNS,luxury,14796,412,10,15,-0.11
ADORA2B,no link,non-devreg,non-CNS,luxury,30980,332,2,66,0.64
ADORA3,no link,non-devreg,non-CNS,luxury,4693,318,6,3,-0.09
ADPGK,no link,non-devreg,non-CNS,luxury,32419,496,2,58,0.13
ADPRH,no link,non-devreg,non-CNS,housekeeping,10270,357,6,21,-0.45
ADPRHL1,no link,non-devreg,non-CNS,luxury,31580,354,4,42,0.27
ADPRHL2,no link,non-devreg,non-CNS,housekeeping,5081,363,2,8,-0.58
ADPRM,no link,non-devreg,non-CNS,housekeeping,13949,342,2,19,0.08
ADRA1A,no link,non-devreg,non-CNS,luxury,95701,466,8,145,0.16
ADRA1B,no link,non-devreg,non-CNS,luxury,56278,520,2,114,-0.6
ADRA1D,no link,non-devreg,non-CNS,luxury,28382,572,2,49,NA
ADRA2A,no link,non-devreg,non-CNS,luxury,3873,465,2,0,NA
ADRA2B,no link,Devreg,non-CNS,luxury,3266,450,2,0,-0.25
ADRA2C,no link,Devreg,non-CNS,luxury,1958,462,2,0,NA
ADRB1,no link,Devreg,non-CNS,luxury,2862,477,2,0,NA
ADRB2,asd-linked,Devreg,non-CNS,luxury,2042,413,2,0,0.42
ADRB3,no link,Devreg,non-CNS,luxury,3671,408,2,1,0.08
ADRBK1,no link,non-devreg,non-CNS,luxury,20125,689,2,14,-1.16
ADRBK2,no link,non-devreg,non-CNS,luxury,164398,688,2,235,-0.73
ADRM1,no link,non-devreg,non-CNS,luxury,5892,407,8,2,0.06
ADSL,no link,non-devreg,non-CNS,housekeeping,20072,484,4,45,-0.6
ADSS,no link,non-devreg,non-CNS,luxury,43643,456,2,51,0.01
ADSSL1,no link,non-devreg,non-CNS,luxury,17420,500,4,9,-0.02
ADTRP,no link,non-devreg,non-CNS,luxury,65393,248,4,69,0.44
AEBP1,no link,non-devreg,non-CNS,luxury,10205,1158,2,4,0.12
AEBP2,no link,non-devreg,non-CNS,luxury,82566,517,6,150,-0.01
AEN,no link,non-devreg,non-CNS,luxury,10986,325,2,14,0.78
AES,no link,non-devreg,non-CNS,housekeeping,10057,264,6,15,-0.27
AFAP1,no link,non-devreg,non-CNS,luxury,181214,814,4,301,-1.96
AFAP1L1,no link,non-devreg,non-CNS,luxury,69967,768,4,173,-0.12
AFAP1L2,no link,non-devreg,non-CNS,luxury,109933,818,6,163,0.79
AFF1,no link,non-devreg,non-CNS,luxury,206053,1218,4,301,-1.18
AFF2,no link,non-devreg,CNS,luxury,500055,1311,12,506,-1.08
AFF3,no link,non-devreg,non-CNS,luxury,558330,1251,4,729,-1.46
AFF4,asd-linked,non-devreg,non-CNS,housekeeping,88284,1163,2,178,-0.55
AFG3L2,no link,Devreg,non-CNS,luxury,48333,797,2,84,-0.6
AFM,no link,non-devreg,non-CNS,luxury,22257,599,2,25,0.49
AFMID,no link,non-devreg,non-CNS,luxury,20385,308,4,55,0.62
AFP,no link,non-devreg,non-CNS,luxury,19560,609,2,19,0.29
AFTPH,no link,non-devreg,non-CNS,housekeeping,68700,936,6,91,0.18
AGA,no link,non-devreg,non-CNS,luxury,11729,346,4,12,0.75
AGAP1,no link,non-devreg,non-CNS,luxury,637712,857,6,740,-2.39
AGAP11,no link,non-devreg,non-CNS,luxury,39463,550,2,72,NA
AGAP2,no link,Devreg,non-CNS,luxury,13954,1192,4,7,-0.18
AGAP3,no link,non-devreg,non-CNS,luxury,57698,911,6,59,-1.0
AGAP4,no link,non-devreg,non-CNS,luxury,21872,663,6,38,NA
AGAP5,no link,non-devreg,non-CNS,luxury,23522,686,2,37,NA
AGAP6,no link,non-devreg,non-CNS,luxury,22182,686,2,36,NA
AGAP9,no link,non-devreg,non-CNS,luxury,21785,658,2,36,NA
AGBL1,no link,non-devreg,non-CNS,luxury,887042,1066,2,1177,NA
AGBL2,no link,non-devreg,non-CNS,luxury,55786,902,2,170,0.36
AGBL3,no link,non-devreg,non-CNS,luxury,149272,920,2,182,1.75
AGBL4,no link,non-devreg,non-CNS,luxury,1491100,503,2,2608,0.62
AGBL5,no link,non-devreg,non-CNS,luxury,19000,886,4,20,-0.99
AGER,no link,Devreg,non-CNS,luxury,3355,420,18,1,0.6
AGFG1,no link,non-devreg,non-CNS,housekeeping,89051,584,8,132,-0.36
AGFG2,no link,non-devreg,non-CNS,luxury,29010,481,2,42,0.95
AGGF1,no link,Devreg,non-CNS,housekeeping,34849,714,2,46,-0.09
AGK,no link,non-devreg,non-CNS,luxury,103132,422,2,174,0.4
AGL,no link,non-devreg,non-CNS,luxury,73940,1532,12,131,1.86
AGMAT,no link,non-devreg,non-CNS,luxury,13412,352,2,32,0.11
AGMO,no link,non-devreg,non-CNS,luxury,361698,445,2,383,0.4
AGO1,no link,non-devreg,non-CNS,luxury,41090,857,2,61,-0.8
AGO2,no link,non-devreg,non-CNS,luxury,104383,859,4,158,-1.42
AGO3,no link,non-devreg,non-CNS,luxury,125381,860,4,305,-1.0
AGO4,no link,non-devreg,non-CNS,luxury,49663,861,2,115,-0.89
AGPAT1,no link,non-devreg,non-CNS,housekeeping,7934,283,4,11,0.15
AGPAT2,no link,non-devreg,non-CNS,luxury,14317,278,4,14,0.2
AGPAT3,no link,non-devreg,non-CNS,housekeeping,62197,376,4,72,-0.49
AGPAT4,no link,non-devreg,non-CNS,luxury,144051,378,2,168,-0.51
AGPAT5,no link,non-devreg,non-CNS,luxury,53144,364,2,54,-0.51
AGPAT6,no link,Devreg,non-CNS,housekeeping,46814,456,2,68,-0.41
AGPAT9,no link,non-devreg,non-CNS,luxury,69768,434,6,136,-0.09
AGPS,no link,non-devreg,non-CNS,housekeeping,151094,658,2,179,-0.38
AGR2,no link,Devreg,non-CNS,luxury,12475,175,2,20,-0.14
AGR3,no link,non-devreg,non-CNS,luxury,22584,166,2,34,-0.19
AGRN,no link,Devreg,non-CNS,luxury,35997,2045,2,3,-0.22
AGRP,no link,non-devreg,non-CNS,luxury,1243,132,2,0,-0.01
AGT,no link,Devreg,CNS,luxury,12065,485,2,12,0.49
AGTPBP1,no link,non-devreg,CNS,luxury,195491,1186,6,319,-1.08
AGTR1,no link,Devreg,non-CNS,luxury,45133,394,10,35,0.11
AGTR2,no link,Devreg,CNS,luxury,4268,363,2,0,0.31
AGTRAP,no link,non-devreg,non-CNS,luxury,14687,159,10,25,-0.12
AGXT,no link,non-devreg,non-CNS,luxury,10375,392,2,2,0.64
AGXT2,no link,non-devreg,non-CNS,luxury,50035,514,2,71,0.89
AHCTF1,no link,non-devreg,non-CNS,luxury,92325,2275,2,162,0.54
AHCY,asd-linked,non-devreg,non-CNS,housekeeping,23145,432,4,53,-0.07
AHCYL1,no link,non-devreg,non-CNS,luxury,38978,530,10,34,-0.43
AHCYL2,no link,non-devreg,non-CNS,luxury,205198,611,8,430,-0.43
AHDC1,no link,non-devreg,non-CNS,luxury,69388,1603,2,85,-1.1
AHI1,no link,Devreg,CNS,luxury,213794,1196,8,314,0.46
AHNAK,no link,non-devreg,non-CNS,luxury,30959,5890,4,15,-2.83
AHNAK2,no link,non-devreg,non-CNS,luxury,41104,5795,2,37,27.6
AHR,no link,non-devreg,non-CNS,luxury,47500,848,2,49,-0.31
AHRR,no link,non-devreg,non-CNS,luxury,134114,701,4,129,1.0
AHSA1,no link,non-devreg,non-CNS,housekeeping,11443,338,2,19,-0.32
AHSA2,no link,non-devreg,non-CNS,luxury,10132,137,2,10,-0.34
AHSG,no link,Devreg,non-CNS,luxury,8258,367,2,11,0.69
AHSP,asd-linked,non-devreg,non-CNS,luxury,922,102,2,0,0.41
AICDA,no link,non-devreg,non-CNS,luxury,10681,198,2,12,0.04
AIDA,no link,non-devreg,non-CNS,luxury,44510,306,2,62,-0.12
AIF1,no link,non-devreg,non-CNS,luxury,1766,147,6,0,0.15
AIF1L,no link,non-devreg,non-CNS,luxury,26677,176,6,68,0.55
AIFM1,no link,non-devreg,non-CNS,luxury,36524,613,10,62,-0.27
AIFM2,no link,non-devreg,non-CNS,luxury,20668,373,4,26,-0.4
AIFM3,no link,non-devreg,non-CNS,luxury,16232,598,6,18,-0.19
AIG1,no link,non-devreg,non-CNS,luxury,279419,238,8,411,-0.34
AIM1,no link,non-devreg,non-CNS,luxury,59030,1723,2,75,2.11
AIM1L,no link,non-devreg,non-CNS,luxury,32272,1661,2,77,NA
AIM2,no link,non-devreg,non-CNS,luxury,14373,343,2,19,0.04
AIMP1,no link,non-devreg,non-CNS,housekeeping,33615,312,6,39,0.08
AIMP2,no link,non-devreg,non-CNS,luxury,14584,320,2,35,-0.36
AIP,no link,non-devreg,non-CNS,housekeeping,8075,330,6,15,-0.14
AIPL1,no link,non-devreg,non-CNS,luxury,11461,384,16,25,1.64
AIRE,no link,non-devreg,non-CNS,luxury,12382,545,2,5,-0.57
AJAP1,no link,non-devreg,non-CNS,luxury,128747,411,4,140,0.42
AJUBA,no link,non-devreg,non-CNS,luxury,11439,538,6,8,NA
AK1,no link,non-devreg,non-CNS,luxury,11264,194,2,17,-0.14
AK2,no link,non-devreg,CNS,housekeeping,25687,239,6,58,0.22
AK3,no link,non-devreg,non-CNS,housekeeping,31753,227,10,67,0.06
AK4,no link,non-devreg,CNS,luxury,84597,223,6,172,-0.08
AK5,no link,non-devreg,non-CNS,luxury,277993,562,4,488,-0.8
AK6,no link,non-devreg,non-CNS,luxury,17857,172,4,29,NA
AK7,no link,non-devreg,CNS,luxury,97317,723,2,209,-0.24
AK8,no link,non-devreg,CNS,luxury,153234,479,2,270,0.07
AK9,no link,non-devreg,non-CNS,luxury,198357,1911,4,280,1.72
AKAP1,no link,non-devreg,non-CNS,luxury,36158,903,6,42,0.19
AKAP10,no link,non-devreg,non-CNS,luxury,73405,662,2,178,7.61e-5
AKAP11,no link,non-devreg,non-CNS,luxury,51115,1901,2,59,1.45
AKAP12,no link,non-devreg,non-CNS,luxury,118561,1782,4,185,0.91
AKAP13,no link,Devreg,non-CNS,luxury,368743,2817,6,513,1.99
AKAP14,no link,non-devreg,non-CNS,luxury,24744,197,6,70,0.08
AKAP17A,no link,non-devreg,non-CNS,luxury,10926,695,4,1,-0.63
AKAP2,no link,non-devreg,non-CNS,luxury,123914,948,6,183,1.46
AKAP3,no link,non-devreg,non-CNS,luxury,29683,853,4,45,1.21
AKAP4,no link,non-devreg,non-CNS,luxury,10254,854,4,4,0.67
AKAP5,no link,Devreg,non-CNS,luxury,9005,427,2,5,0.73
AKAP6,no link,Devreg,non-CNS,luxury,503790,2319,2,583,0.3
AKAP7,no link,non-devreg,non-CNS,luxury,147850,348,6,193,1.64
AKAP8,no link,non-devreg,non-CNS,housekeeping,26281,692,2,41,0.5
AKAP8L,no link,non-devreg,non-CNS,luxury,38975,646,4,85,-0.34
AKAP9,no link,non-devreg,non-CNS,housekeeping,169799,3907,4,261,0.22
AKIP1,no link,non-devreg,non-CNS,housekeeping,8926,210,8,12,1.06
AKIRIN1,no link,non-devreg,non-CNS,housekeeping,14822,192,4,28,NA
AKIRIN2,no link,non-devreg,non-CNS,housekeeping,27408,203,2,40,NA
AKNA,no link,non-devreg,non-CNS,luxury,60253,1439,2,132,0.38
AKNAD1,no link,non-devreg,non-CNS,luxury,41207,836,2,73,0.83
AKR1A1,no link,non-devreg,non-CNS,housekeeping,19269,325,8,44,0.31
AKR1B1,no link,non-devreg,non-CNS,luxury,16782,316,2,13,-0.18
AKR1B10,no link,non-devreg,non-CNS,luxury,13823,316,2,22,0.37
AKR1B15,no link,non-devreg,non-CNS,luxury,30744,344,2,39,0.02
AKR1C1,no link,non-devreg,non-CNS,luxury,4582,146,2,3,-0.09
AKR1C2,no link,non-devreg,non-CNS,luxury,30258,323,6,41,-0.09
AKR1C3,no link,non-devreg,non-CNS,luxury,58921,323,6,78,0.78
AKR1C4,no link,non-devreg,non-CNS,luxury,22113,323,2,28,0.0
AKR1D1,no link,non-devreg,non-CNS,luxury,41873,326,6,87,-0.65
AKR1E2,no link,non-devreg,non-CNS,luxury,21883,320,6,26,0.62
AKR7A2,no link,non-devreg,non-CNS,housekeeping,9439,359,2,11,0.71
AKR7A3,no link,non-devreg,non-CNS,luxury,6224,331,2,9,1.89
AKT1,no link,Devreg,non-CNS,housekeeping,26394,480,6,7,-1.0
AKT1S1,no link,non-devreg,non-CNS,housekeeping,9324,256,10,15,-0.2
AKT2,no link,non-devreg,non-CNS,luxury,55079,481,6,111,-0.65
AKT3,no link,non-devreg,non-CNS,luxury,343564,479,6,507,-0.25
AKTIP,no link,non-devreg,non-CNS,housekeeping,11979,292,4,12,0.01
ALAD,no link,non-devreg,non-CNS,housekeeping,15027,330,2,33,-0.56
ALAS1,asd-linked,non-devreg,non-CNS,luxury,16245,640,8,21,-0.11
ALAS2,no link,non-devreg,non-CNS,luxury,22010,587,6,36,0.13
ALB,no link,non-devreg,non-CNS,luxury,17158,609,2,18,-0.89
ALCAM,no link,non-devreg,non-CNS,luxury,210201,583,8,206,0.2
ALDH16A1,no link,non-devreg,non-CNS,luxury,17833,802,4,34,0.44
ALDH18A1,no link,non-devreg,non-CNS,luxury,50882,795,4,93,-0.93
ALDH1A1,no link,non-devreg,non-CNS,luxury,52656,501,2,54,-0.54
ALDH1A2,no link,non-devreg,CNS,luxury,112500,518,8,126,-0.45
ALDH1A3,no link,non-devreg,CNS,luxury,36822,512,4,33,-0.58
ALDH1B1,no link,non-devreg,non-CNS,luxury,6002,517,2,9,-0.04
ALDH1L1,no link,non-devreg,non-CNS,luxury,77626,912,6,92,-0.16
ALDH1L2,no link,non-devreg,non-CNS,luxury,64780,923,2,131,-1.08
ALDH2,no link,non-devreg,non-CNS,luxury,43099,517,4,114,-0.84
ALDH3A1,no link,non-devreg,non-CNS,luxury,7475,453,6,7,0.11
ALDH3A2,no link,non-devreg,CNS,housekeeping,28845,508,4,49,-0.11
ALDH3B1,no link,non-devreg,non-CNS,luxury,18954,431,10,28,NA
ALDH3B2,no link,non-devreg,non-CNS,luxury,19053,385,4,27,2.09
ALDH4A1,no link,non-devreg,non-CNS,luxury,31370,563,6,69,0.21
ALDH5A1,no link,non-devreg,CNS,luxury,42239,548,4,76,0.4
ALDH6A1,no link,non-devreg,non-CNS,luxury,24325,535,6,56,-0.4
ALDH7A1,no link,non-devreg,non-CNS,luxury,53550,511,6,103,-0.47
ALDH8A1,no link,non-devreg,non-CNS,luxury,32733,487,6,44,-0.57
ALDH9A1,no link,non-devreg,non-CNS,housekeeping,36452,518,2,62,-0.02
ALDOA,no link,Devreg,non-CNS,luxury,4748,418,10,4,-0.58
ALDOB,no link,non-devreg,non-CNS,luxury,15221,364,2,23,0.06
ALDOC,no link,non-devreg,non-CNS,luxury,3819,364,2,0,-0.58
ALG1,no link,non-devreg,non-CNS,luxury,15571,464,2,27,0.04
ALG10,no link,non-devreg,non-CNS,luxury,6021,473,2,7,-0.29
ALG10B,no link,non-devreg,non-CNS,luxury,12972,473,2,14,1.55
ALG11,no link,non-devreg,non-CNS,housekeeping,21214,492,2,37,-0.49
ALG12,no link,non-devreg,non-CNS,luxury,15253,488,2,25,-0.64
ALG13,no link,non-devreg,non-CNS,luxury,79530,1137,24,118,-1.0
ALG14,no link,non-devreg,non-CNS,luxury,90229,216,2,155,0.19
ALG1L,no link,non-devreg,non-CNS,luxury,7770,187,4,11,1.66
ALG1L2,no link,non-devreg,non-CNS,luxury,16560,215,2,33,NA
ALG2,no link,non-devreg,non-CNS,luxury,5540,416,2,8,0.24
ALG3,no link,non-devreg,non-CNS,luxury,6643,438,4,15,-0.6
ALG5,no link,non-devreg,non-CNS,housekeeping,49597,324,4,87,0.08
ALG6,no link,non-devreg,non-CNS,luxury,70973,507,2,137,0.29
ALG8,no link,non-devreg,non-CNS,housekeeping,38712,526,4,103,0.49
ALG9,no link,non-devreg,non-CNS,housekeeping,89387,611,8,168,0.51
ALK,no link,non-devreg,non-CNS,luxury,728838,1620,2,1067,-2.24
ALKBH1,no link,non-devreg,non-CNS,housekeeping,35608,389,2,73,0.15
ALKBH2,no link,non-devreg,non-CNS,housekeeping,5301,261,10,16,0.37
ALKBH3,no link,non-devreg,non-CNS,housekeeping,39469,286,2,57,0.4
ALKBH4,no link,non-devreg,non-CNS,luxury,8655,302,2,22,-0.07
ALKBH5,no link,non-devreg,non-CNS,housekeeping,26401,394,2,34,-0.41
ALKBH6,no link,non-devreg,non-CNS,luxury,5120,266,6,2,NA
ALKBH7,no link,non-devreg,non-CNS,luxury,2818,221,2,0,NA
ALKBH8,no link,non-devreg,non-CNS,luxury,63009,664,4,100,1.24
ALLC,no link,non-devreg,non-CNS,luxury,44475,391,2,68,1.0
ALMS1,no link,Devreg,non-CNS,luxury,224161,4169,2,351,2.29
ALOX12,no link,Devreg,non-CNS,luxury,14672,663,2,21,0.8
ALOX12B,no link,non-devreg,non-CNS,luxury,15068,701,2,26,-0.62
ALOX15,no link,non-devreg,non-CNS,luxury,10758,662,2,12,-0.13
ALOX15B,no link,Devreg,non-CNS,luxury,10094,676,6,10,0.98
ALOX5,no link,non-devreg,non-CNS,luxury,71944,674,6,92,-0.95
ALOX5AP,no link,non-devreg,non-CNS,luxury,50951,218,4,98,-0.23
ALOXE3,no link,non-devreg,non-CNS,luxury,23017,843,4,39,-1.0
ALPI,no link,non-devreg,non-CNS,luxury,3910,528,2,1,-0.39
ALPK1,no link,non-devreg,non-CNS,luxury,145266,1244,6,213,1.46
ALPK2,no link,non-devreg,non-CNS,luxury,147708,2170,2,230,4.93
ALPK3,no link,non-devreg,non-CNS,luxury,56803,1907,2,86,0.23
ALPL,no link,non-devreg,non-CNS,luxury,69048,524,6,173,7.61e-5
ALPP,no link,non-devreg,non-CNS,luxury,4252,535,2,2,1.36
ALPPL2,no link,non-devreg,non-CNS,luxury,3873,532,2,1,0.47
ALS2,no link,non-devreg,non-CNS,housekeeping,80910,1657,4,113,-1.46
ALS2CL,no link,non-devreg,non-CNS,luxury,24710,953,6,27,-0.92
ALS2CR11,no link,non-devreg,non-CNS,luxury,131762,1820,8,211,2.54
ALS2CR12,no link,non-devreg,non-CNS,luxury,68955,422,6,77,-0.73
ALX1,no link,Devreg,CNS,luxury,21526,326,2,11,0.31
ALX3,no link,non-devreg,non-CNS,luxury,10326,343,2,2,-0.25
ALX4,no link,non-devreg,non-CNS,luxury,49439,411,2,76,-0.45
ALYREF,no link,non-devreg,non-CNS,housekeeping,3752,264,2,0,NA
AMACR,no link,non-devreg,non-CNS,luxury,21130,394,6,33,1.42
AMBN,no link,non-devreg,non-CNS,luxury,15030,447,2,17,1.55
AMBP,no link,non-devreg,non-CNS,luxury,18345,352,2,32,-0.49
AMBRA1,no link,non-devreg,non-CNS,housekeeping,197658,1301,8,348,-0.97
AMD1,no link,non-devreg,non-CNS,housekeeping,20927,334,8,33,-0.1
AMDHD1,no link,non-devreg,non-CNS,luxury,25300,426,2,33,0.0
AMDHD2,no link,non-devreg,non-CNS,luxury,10593,594,4,13,-0.2
AMELX,no link,Devreg,non-CNS,luxury,7349,205,6,8,0.06
AMELY,no link,non-devreg,non-CNS,luxury,8110,192,2,10,NA
AMER1,no link,non-devreg,non-CNS,luxury,20628,1135,2,12,-0.39
AMER2,no link,non-devreg,non-CNS,luxury,3186,671,4,0,0.13
AMER3,no link,non-devreg,non-CNS,luxury,12631,861,8,10,-1.08
AMFR,no link,non-devreg,non-CNS,luxury,64087,643,2,78,-1.09
AMH,no link,Devreg,non-CNS,luxury,2960,560,2,0,NA
AMHR2,no link,non-devreg,non-CNS,luxury,7680,573,6,9,-0.93
AMICA1,no link,non-devreg,non-CNS,luxury,31368,394,8,38,0.6
AMIGO1,no link,Devreg,CNS,luxury,2891,493,2,0,0.04
AMIGO2,no link,Devreg,CNS,luxury,4245,522,4,3,-0.82
AMIGO3,no link,Devreg,CNS,luxury,2972,504,2,0,-0.03
AMMECR1,no link,non-devreg,non-CNS,luxury,123967,333,6,113,-0.1
AMMECR1L,no link,non-devreg,non-CNS,luxury,23228,310,4,29,0.19
AMN,no link,non-devreg,non-CNS,luxury,8187,453,2,8,NA
AMN1,no link,non-devreg,non-CNS,luxury,58038,258,6,145,-0.1
AMOT,no link,Devreg,non-CNS,luxury,48268,1084,4,39,0.22
AMOTL1,no link,non-devreg,non-CNS,luxury,108411,956,4,123,-0.44
AMOTL2,no link,non-devreg,non-CNS,luxury,19217,780,6,11,0.8
AMPD1,no link,non-devreg,non-CNS,luxury,22520,780,4,29,0.07
AMPD2,no link,non-devreg,non-CNS,luxury,12243,879,10,2,-1.46
AMPD3,no link,non-devreg,non-CNS,luxury,56903,776,10,71,-0.21
AMPH,no link,non-devreg,non-CNS,luxury,247871,695,4,314,0.23
AMT,no link,non-devreg,non-CNS,luxury,5901,403,8,8,-0.38
AMTN,no link,Devreg,non-CNS,luxury,14162,209,4,18,1.3
AMY1A,no link,non-devreg,non-CNS,luxury,9033,511,4,5,NA
AMY1B,no link,non-devreg,non-CNS,luxury,8872,511,2,5,NA
AMY1C,no link,non-devreg,non-CNS,luxury,8873,511,2,5,NA
AMY2A,no link,non-devreg,non-CNS,luxury,8402,511,2,5,NA
AMY2B,asd-linked,non-devreg,non-CNS,luxury,26254,511,2,33,0.11
AMZ1,no link,non-devreg,non-CNS,luxury,35907,498,4,71,0.26
AMZ2,no link,non-devreg,non-CNS,luxury,9161,360,16,9,0.51
ANAPC1,no link,non-devreg,non-CNS,luxury,116528,1944,2,189,NA
ANAPC10,no link,non-devreg,non-CNS,housekeeping,103645,196,16,150,0.24
ANAPC11,no link,non-devreg,non-CNS,housekeeping,8765,196,28,23,0.26
ANAPC13,no link,non-devreg,non-CNS,housekeeping,8318,74,6,7,-0.05
ANAPC15,no link,non-devreg,non-CNS,housekeeping,3190,121,22,3,0.08
ANAPC16,no link,non-devreg,non-CNS,housekeeping,19861,110,8,42,0.46
ANAPC2,no link,Devreg,non-CNS,housekeeping,13822,822,2,7,-1.66
ANAPC4,no link,non-devreg,non-CNS,luxury,41273,808,4,53,-0.8
ANAPC5,no link,non-devreg,non-CNS,housekeeping,44218,755,4,102,-0.55
ANAPC7,no link,non-devreg,non-CNS,housekeeping,30831,599,4,68,0.46
ANG,no link,non-devreg,non-CNS,luxury,10010,147,4,10,0.24
ANGEL1,no link,non-devreg,non-CNS,luxury,25698,670,2,45,0.58
ANGEL2,no link,non-devreg,non-CNS,luxury,23645,544,10,28,-0.11
ANGPT1,no link,non-devreg,non-CNS,luxury,248545,498,4,295,-0.34
ANGPT2,no link,Devreg,non-CNS,luxury,63610,496,6,65,-0.42
ANGPT4,no link,Devreg,non-CNS,luxury,43664,503,2,83,0.09
ANGPTL1,no link,non-devreg,non-CNS,luxury,21546,491,2,26,-0.6
ANGPTL2,no link,non-devreg,non-CNS,luxury,35417,493,2,53,-0.87
ANGPTL3,no link,Devreg,non-CNS,luxury,8819,460,2,6,-0.11
ANGPTL4,no link,Devreg,non-CNS,luxury,10247,406,4,26,0.11
ANGPTL5,no link,non-devreg,non-CNS,luxury,25849,388,2,30,0.37
ANGPTL6,no link,non-devreg,non-CNS,luxury,10413,470,2,32,NA
ANGPTL7,no link,non-devreg,non-CNS,luxury,6693,346,2,4,0.17
ANHX,no link,non-devreg,non-CNS,luxury,17525,379,2,17,NA
ANK1,no link,non-devreg,non-CNS,luxury,243537,1897,16,376,-3.14
ANK2,no link,non-devreg,non-CNS,luxury,334112,3957,6,343,-3.33
ANK3,no link,non-devreg,non-CNS,luxury,363579,4377,8,429,-3.5
ANKAR,no link,non-devreg,non-CNS,luxury,70666,1434,2,108,2.94
ANKDD1A,no link,non-devreg,non-CNS,luxury,46941,522,2,95,-0.24
ANKDD1B,no link,non-devreg,non-CNS,luxury,60371,528,2,90,NA
ANKEF1,no link,non-devreg,non-CNS,luxury,21711,776,6,17,-0.37
ANKFN1,no link,non-devreg,non-CNS,luxury,329172,763,2,479,0.6
ANKFY1,no link,non-devreg,non-CNS,housekeeping,100478,1211,4,177,-1.75
ANKH,no link,Devreg,non-CNS,housekeeping,166979,492,2,190,-0.38
ANKHD1,no link,non-devreg,non-CNS,housekeeping,70664,581,8,139,-2.36
ANKHD1-EIF4EBP3,no link,non-devreg,non-CNS,housekeeping,147765,2617,2,246,-2.53
ANKIB1,no link,non-devreg,non-CNS,luxury,155151,1089,2,250,-0.73
ANKK1,no link,non-devreg,non-CNS,luxury,12628,765,2,21,3.85
ANKLE1,no link,non-devreg,non-CNS,luxury,6001,615,8,6,2.8
ANKLE2,no link,non-devreg,non-CNS,luxury,36198,938,2,56,-0.08
ANKMY1,no link,non-devreg,non-CNS,luxury,78567,941,10,116,-0.23
ANKMY2,no link,non-devreg,non-CNS,luxury,46042,441,2,67,-0.02
ANKRA2,no link,non-devreg,non-CNS,luxury,13487,313,2,23,-0.32
ANKRD1,no link,Devreg,non-CNS,luxury,9176,319,2,4,0.17
ANKRD10,no link,non-devreg,non-CNS,housekeeping,36530,420,4,24,0.04
ANKRD11,no link,non-devreg,non-CNS,luxury,222941,2663,6,294,-4.38
ANKRD12,no link,non-devreg,non-CNS,luxury,149233,2062,6,222,-0.11
ANKRD13A,no link,non-devreg,non-CNS,luxury,40001,590,2,66,-0.6
ANKRD13B,no link,non-devreg,non-CNS,luxury,21253,626,2,41,-0.76
ANKRD13C,no link,non-devreg,non-CNS,luxury,95733,541,2,187,-0.4
ANKRD13D,no link,non-devreg,non-CNS,luxury,13194,605,2,22,-0.98
ANKRD16,no link,non-devreg,non-CNS,luxury,28172,361,6,58,0.71
ANKRD17,no link,Devreg,non-CNS,housekeeping,184001,2603,6,284,-2.94
ANKRD18A,no link,non-devreg,non-CNS,luxury,49000,992,2,62,2.7
ANKRD18B,no link,non-devreg,non-CNS,luxury,48591,1010,2,64,NA
ANKRD2,no link,Devreg,non-CNS,luxury,11386,360,8,28,-0.05
ANKRD20A1,no link,non-devreg,non-CNS,luxury,43533,822,2,46,NA
ANKRD20A2,no link,non-devreg,non-CNS,luxury,6742,403,2,4,NA
ANKRD20A3,no link,non-devreg,non-CNS,luxury,43533,823,2,46,NA
ANKRD20A4,no link,non-devreg,non-CNS,luxury,43129,823,2,46,NA
ANKRD22,no link,non-devreg,non-CNS,luxury,32074,191,2,43,0.68
ANKRD23,no link,non-devreg,non-CNS,luxury,6108,305,2,5,0.13
ANKRD24,no link,non-devreg,non-CNS,luxury,41461,1146,2,112,1.88
ANKRD26,no link,non-devreg,non-CNS,luxury,96383,1710,4,154,2.15
ANKRD27,no link,Devreg,non-CNS,luxury,78196,1050,2,173,-1.56
ANKRD28,no link,non-devreg,non-CNS,housekeeping,192310,1053,6,288,-0.8
ANKRD29,no link,non-devreg,non-CNS,luxury,62872,301,2,138,-0.38
ANKRD30A,no link,non-devreg,non-CNS,luxury,106711,1341,2,98,2.7
ANKRD30B,no link,non-devreg,non-CNS,luxury,104499,1392,2,106,1.06
ANKRD31,no link,non-devreg,non-CNS,luxury,168582,1873,2,218,NA
ANKRD32,no link,non-devreg,non-CNS,luxury,77183,1058,2,96,-0.27
