symbol,gi,protlen,transcripts,length,introns,mcs_ds,dmcs_ds,asd,DevReg,cns,housekeeping,RVIS,te,teLINE_L1,teLINE_L2,teSINE_MIR,teSINE_Alu,teL1_L1M,teL1_L1PA,dte,dteLINE_L1,dteLINE_L2,dteSINE_MIR,dteSINE_Alu,dteL1_L1M,dteL1_L1PA
ACBD7,414149,88,2,13302,2,3,0.225529995,no link,non-devreg,non-CNS,luxury,0.15,28,5,1,2,16,2,1,2.104946625,0.375883326,0.075176665,0.15035333,1.202826643,0.15035333,0.075176665
ACCS,84680,501,4,17841,13,519,29.09029763,no link,non-devreg,non-CNS,luxury,0.29,40,1,6,16,6,1,0,2.242026792,0.05605067,0.336304019,0.896810717,0.336304019,0.05605067,0
ACCSL,390110,568,2,11997,12,346,28.84054347,no link,non-devreg,non-CNS,luxury,-0.15,21,0,6,6,7,0,0,1.750437609,0,0.500125031,0.500125031,0.583479203,0,0
ACD,65057,544,6,3304,10,32,9.685230024,no link,non-devreg,non-CNS,luxury,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE,1636,1306,6,21320,23,742,34.80300188,no link,Devreg,non-CNS,luxury,-0.57,17,0,1,6,7,0,0,0.797373358,0,0.046904315,0.281425891,0.328330206,0,0
ACE2,59272,805,2,41037,17,1255,30.58215757,no link,non-devreg,non-CNS,luxury,0.89,64,12,11,15,8,7,2,1.559568195,0.292419036,0.268050783,0.365523796,0.194946024,0.170577771,0.048736506
ACER1,125981,264,2,27131,4,89,3.280380377,no link,non-devreg,non-CNS,luxury,-0.03,95,6,11,7,57,2,0,3.501529616,0.221149239,0.405440271,0.258007445,2.100917769,0.073716413,0
ACER2,340485,275,2,43576,4,389,8.926932256,no link,non-devreg,non-CNS,luxury,0.17,72,10,8,9,35,9,1,1.652285662,0.22948412,0.183587296,0.206535708,0.803194419,0.206535708,0.022948412
ACER3,55331,267,8,162934,9,528,3.240575939,no link,non-devreg,non-CNS,luxury,0.06,338,99,36,30,91,87,7,2.074459597,0.607607989,0.220948359,0.184123633,0.558508353,0.533958535,0.042962181
ACHE,43,617,10,5927,3,32,5.399021427,no link,non-devreg,non-CNS,luxury,-0.6,1,0,0,0,1,0,0,0.16871942,0,0,0,0.16871942,0,0
ACIN1,22985,1341,10,37050,17,866,23.37381916,no link,Devreg,non-CNS,housekeeping,-0.44,33,1,3,4,23,1,0,0.890688259,0.026990553,0.08097166,0.107962213,0.620782726,0.026990553,0
ACKR1,2532,338,4,1242,0,0,0,no link,non-devreg,non-CNS,luxury,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR2,1238,384,2,57811,1,0,0,no link,non-devreg,non-CNS,luxury,0.46,112,17,9,19,35,14,2,1.937347564,0.294061684,0.155679715,0.328657176,0.605421114,0.242168445,0.034595492
ACKR3,57007,362,2,12615,0,0,0,no link,non-devreg,non-CNS,luxury,0.04,2,1,0,1,0,1,0,0.158541419,0.079270709,0,0.079270709,0,0.079270709,0
ACKR4,51554,350,4,5289,0,0,0,no link,non-devreg,non-CNS,luxury,0.53,6,2,2,0,2,2,0,1.134429949,0.378143316,0.378143316,0,0.378143316,0.378143316,0
ACLY,47,1101,8,52094,27,1173,22.51698852,no link,non-devreg,non-CNS,housekeeping,-0.77,88,6,9,13,54,6,0,1.689254041,0.115176412,0.172764618,0.249548892,1.036587707,0.115176412,0
ACMSD,130013,336,2,63417,8,585,9.224655849,no link,non-devreg,non-CNS,luxury,-0.4,113,33,8,15,26,24,5,1.7818566,0.520365202,0.12614914,0.236529637,0.409984704,0.378447419,0.078843212
ACO1,48,889,4,66232,19,1321,19.94504167,no link,non-devreg,non-CNS,luxury,-1.08,80,12,9,16,18,8,2,1.207875347,0.181181302,0.135885977,0.241575069,0.271771953,0.120787535,0.030196884
ACO2,50,780,2,59865,16,624,10.42345277,no link,non-devreg,non-CNS,luxury,-1,144,8,14,37,69,7,0,2.405412177,0.13363401,0.233859517,0.618057296,1.152593335,0.116929759,0
ACOT1,641371,421,2,6571,1,0,0,no link,non-devreg,non-CNS,luxury,NA,11,3,1,1,6,3,0,1.674022219,0.456551514,0.152183838,0.152183838,0.913103028,0.456551514,0
ACOT11,26027,594,4,62199,14,634,10.19308992,no link,non-devreg,non-CNS,luxury,0.72,148,19,24,44,48,19,0,2.379459477,0.305471149,0.385858294,0.707406871,0.771716587,0.305471149,0
ACOT12,134526,555,2,64042,13,978,15.27122826,no link,non-devreg,non-CNS,luxury,0.16,100,26,11,5,36,25,1,1.561475282,0.405983573,0.171762281,0.078073764,0.562131101,0.39036882,0.015614753
ACOT13,55856,140,4,38033,1,0,0,no link,non-devreg,non-CNS,housekeeping,0.33,72,10,7,5,26,8,2,1.89309284,0.262929561,0.184050693,0.131464781,0.683616859,0.210343649,0.052585912
ACOT2,10965,483,2,6600,1,0,0,no link,non-devreg,non-CNS,luxury,NA,10,2,1,1,6,2,0,1.515151515,0.303030303,0.151515152,0.151515152,0.909090909,0.303030303,0
ACOT4,122970,421,2,4061,1,0,0,no link,non-devreg,non-CNS,luxury,0.28,4,0,0,1,3,0,0,0.984979069,0,0,0.246244767,0.738734302,0,0
ACOT6,641372,207,2,3045,0,0,0,no link,non-devreg,non-CNS,luxury,0.55,7,1,0,1,3,1,0,2.298850575,0.328407225,0,0.328407225,0.985221675,0.328407225,0
ACOT7,11332,370,8,129495,7,760,5.868952469,no link,non-devreg,non-CNS,luxury,-0.76,226,29,18,19,110,28,0,1.745241129,0.223946871,0.139001506,0.146723812,0.849453647,0.216224565,0
ACOT8,10005,319,2,15689,4,178,11.34552871,no link,non-devreg,non-CNS,housekeeping,0.11,49,0,1,14,21,0,0,3.123207343,0,0.063738925,0.892344955,1.338517433,0,0
ACOT9,23597,448,4,39631,14,724,18.26852716,no link,non-devreg,non-CNS,housekeeping,0.44,92,15,7,5,54,14,1,2.321415054,0.378491585,0.176629406,0.126163862,1.362569706,0.353258813,0.025232772
ACOX1,51,660,6,37927,12,370,9.755583094,no link,non-devreg,non-CNS,housekeeping,0.13,74,8,0,2,60,6,0,1.951116619,0.210931526,0,0.052732882,1.581986448,0.158198645,0
ACOX2,8309,681,2,32067,13,786,24.51117972,no link,non-devreg,non-CNS,luxury,-0.57,66,5,17,15,18,0,0,2.058190663,0.155923535,0.530140019,0.467770605,0.561324726,0,0
ACOX3,8310,700,4,74444,16,432,5.80301972,no link,non-devreg,non-CNS,housekeeping,-0.79,99,10,6,14,26,9,1,1.329858686,0.13432916,0.080597496,0.188060824,0.349255816,0.120896244,0.013432916
ACOXL,55289,580,2,385650,16,4157,10.77920394,no link,non-devreg,non-CNS,luxury,1.87,508,170,32,65,105,150,11,1.31725658,0.44081421,0.082976792,0.16854661,0.2722676,0.388953715,0.028523272
ACP1,52,158,6,13414,4,137,10.21321008,no link,non-devreg,non-CNS,housekeeping,0.26,20,1,6,2,1,1,0,1.490979574,0.074548979,0.447293872,0.149097957,0.074548979,0.074548979,0
ACP2,53,423,10,9605,9,244,25.40343571,no link,non-devreg,non-CNS,luxury,0.09,13,0,5,0,8,0,0,1.353461739,0,0.520562207,0,0.832899531,0,0
ACP5,54,325,8,4327,4,62,14.32863416,no link,non-devreg,non-CNS,luxury,0.35,4,0,0,1,3,0,0,0.92442801,0,0,0.231107003,0.693321008,0,0
ACP6,51205,428,2,23467,8,335,14.27536541,no link,non-devreg,non-CNS,luxury,0.86,37,2,3,4,9,2,0,1.576682149,0.085226062,0.127839093,0.170452124,0.38351728,0.085226062,0
ACPP,55,418,6,50936,9,820,16.09863358,no link,non-devreg,non-CNS,luxury,-0.6,93,6,19,16,25,5,1,1.825820638,0.11779488,0.37301712,0.31411968,0.490811999,0.0981624,0.01963248
ACPT,93650,426,2,4810,9,101,20.997921,no link,non-devreg,non-CNS,luxury,-0.22,6,0,0,2,2,0,0,1.247401247,0,0,0.415800416,0.415800416,0,0
ACR,49,421,2,7076,3,125,17.66534765,no link,non-devreg,non-CNS,luxury,-0.6,6,0,1,1,3,0,0,0.847936687,0,0.141322781,0.141322781,0.423968344,0,0
ACRBP,84519,543,2,9339,8,210,22.48634757,no link,non-devreg,non-CNS,luxury,-0.69,12,2,2,4,4,2,0,1.284934147,0.214155691,0.214155691,0.428311382,0.428311382,0.214155691,0
ACRC,93953,691,2,35560,11,373,10.48931384,no link,non-devreg,non-CNS,luxury,-0.35,60,9,8,2,30,9,0,1.687289089,0.253093363,0.224971879,0.05624297,0.843644544,0.253093363,0
ACRV1,56,265,8,8565,2,50,5.837711617,no link,non-devreg,non-CNS,luxury,0.08,14,0,6,1,4,0,0,1.634559253,0,0.700525394,0.116754232,0.467016929,0,0
ACSBG1,23205,724,4,63863,12,420,6.576577987,no link,non-devreg,non-CNS,luxury,-0.37,125,36,9,21,38,33,3,1.957314877,0.563706685,0.140926671,0.328828899,0.595023723,0.516731128,0.046975557
ACSBG2,81616,666,10,57403,13,264,4.599062767,no link,non-devreg,non-CNS,luxury,1.72,156,29,7,14,75,22,5,2.717627999,0.505200077,0.121944846,0.243889692,1.306551922,0.383255231,0.087103461
ACSF2,80221,615,12,48682,14,556,11.42105912,no link,non-devreg,non-CNS,luxury,-0.18,116,26,10,15,48,25,1,2.382810895,0.534078304,0.205414732,0.308122099,0.985990715,0.513536831,0.020541473
ACSF3,197322,576,8,61955,8,377,6.085061738,no link,non-devreg,non-CNS,housekeeping,-0.88,71,34,1,2,22,32,0,1.145993059,0.548785409,0.016140747,0.032281495,0.355096441,0.516503914,0
ACSL1,2180,698,10,70467,19,1129,16.02168391,no link,non-devreg,non-CNS,luxury,-0.84,89,14,14,13,28,10,3,1.26300254,0.198674557,0.198674557,0.184483517,0.397349114,0.141910398,0.042573119
ACSL3,2181,720,4,82388,14,743,9.018303636,no link,non-devreg,CNS,housekeeping,0.13,112,20,21,17,38,17,1,1.359421275,0.242753799,0.254891489,0.206340729,0.461232218,0.206340729,0.01213769
ACSL4,2182,711,4,92058,15,970,10.53683547,no link,non-devreg,non-CNS,luxury,-0.56,125,31,9,17,43,25,4,1.357839623,0.336744226,0.097764453,0.184666189,0.46709683,0.271567925,0.043450868
ACSL5,51703,739,6,52183,19,1100,21.07966196,no link,non-devreg,non-CNS,luxury,0.27,93,12,7,13,40,12,0,1.782189602,0.229959949,0.134143303,0.249123278,0.766533162,0.229959949,0
ACSL6,23305,722,12,61689,19,1265,20.50608698,no link,non-devreg,non-CNS,luxury,-0.64,60,5,13,19,14,5,0,0.972620727,0.081051727,0.210734491,0.307996563,0.226944836,0.081051727,0
ACSM1,116285,577,2,68020,11,519,7.630108792,no link,non-devreg,non-CNS,luxury,0.12,108,22,4,14,17,16,5,1.587768303,0.323434284,0.058806233,0.205821817,0.249926492,0.235224934,0.073507792
ACSM2B,348158,577,4,39613,12,660,16.66119708,no link,non-devreg,non-CNS,luxury,0.56,66,17,5,14,4,11,1,1.666119708,0.429152046,0.12622119,0.353419332,0.100976952,0.277686618,0.025244238
ACSM3,6296,586,4,33168,12,623,18.7831645,no link,non-devreg,non-CNS,luxury,1.29,73,14,4,13,18,12,0,2.200916546,0.422093584,0.120598167,0.391944042,0.542691751,0.361794501,0
ACSM4,341392,580,2,24042,11,768,31.94409783,no link,non-devreg,non-CNS,luxury,-0.46,48,0,7,12,12,0,0,1.996506114,0,0.291157142,0.499126529,0.499126529,0,0
ACSM5,54988,579,2,31426,12,530,16.86501623,no link,non-devreg,non-CNS,luxury,3.18,59,14,6,8,16,12,0,1.877426335,0.445490995,0.190924712,0.254566283,0.509132565,0.381849424,0
ACSM6,142827,480,2,34730,9,0,0,no link,non-devreg,non-CNS,luxury,0.68,63,20,6,10,13,16,2,1.813993665,0.575871005,0.172761301,0.287935502,0.374316153,0.460696804,0.0575871
ACSS1,84532,689,8,51953,12,415,7.987989144,no link,non-devreg,non-CNS,luxury,-0.95,63,8,8,13,13,8,0,1.212634497,0.153985333,0.153985333,0.250226166,0.250226166,0.153985333,0
ACSS2,55902,714,6,51442,17,1141,22.18031958,asd-linked,non-devreg,non-CNS,housekeeping,-0.49,140,11,25,28,49,10,0,2.721511605,0.213833055,0.485984215,0.544302321,0.952529062,0.194393686,0
ACSS3,79611,686,2,177774,14,2890,16.25659545,no link,non-devreg,non-CNS,luxury,-0.42,226,63,40,30,29,43,11,1.271277015,0.354382531,0.225004781,0.168753586,0.163128466,0.24188014,0.061876315
ACTA1,58,377,2,2851,5,61,21.3960014,no link,non-devreg,non-CNS,luxury,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTA2,59,377,4,17750,7,464,26.14084507,no link,non-devreg,non-CNS,luxury,-0.27,19,3,2,11,2,2,1,1.070422535,0.169014085,0.112676056,0.61971831,0.112676056,0.112676056,0.056338028
ACTB,60,375,2,3454,4,60,17.37116387,no link,non-devreg,CNS,luxury,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTBL2,345651,376,2,2794,0,0,0,no link,non-devreg,non-CNS,luxury,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTC1,70,377,2,7631,5,174,22.80172979,no link,non-devreg,non-CNS,luxury,-0.21,3,0,2,1,0,0,0,0.393133272,0,0.262088848,0.131044424,0,0,0
ACTG1,71,375,4,2896,4,29,10.01381215,no link,non-devreg,non-CNS,luxury,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG2,72,376,4,26688,7,560,20.98321343,no link,non-devreg,non-CNS,luxury,-0.36,53,5,7,4,19,5,0,1.985911271,0.18735012,0.262290168,0.149880096,0.711930456,0.18735012,0
ACTL10,170487,245,2,2028,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL6A,86,429,6,25486,12,476,18.67692066,no link,non-devreg,non-CNS,luxury,0.28,53,6,7,2,21,3,0,2.079573099,0.23542337,0.274660598,0.078474457,0.823981794,0.117711685,0
ACTL6B,51412,426,2,13359,12,278,20.80994086,no link,non-devreg,non-CNS,luxury,-0.34,31,6,1,3,20,0,0,2.320532974,0.449135414,0.074855902,0.224567707,1.497118048,0,0
ACTL7A,10881,435,2,1433,0,0,0,no link,non-devreg,non-CNS,luxury,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL7B,10880,415,2,1407,0,0,0,no link,non-devreg,non-CNS,luxury,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL8,81569,366,2,71751,1,0,0,no link,non-devreg,non-CNS,luxury,-0.07,161,20,20,41,24,19,1,2.243871166,0.27874176,0.27874176,0.571420607,0.334490112,0.264804672,0.013937088
ACTL9,284382,416,2,1422,0,0,0,no link,non-devreg,non-CNS,luxury,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1,87,914,6,105244,20,1258,11.95317548,no link,non-devreg,non-CNS,luxury,-1.33,163,24,16,44,41,24,0,1.548781878,0.228041504,0.152027669,0.41807609,0.389570902,0.228041504,0
ACTN2,88,894,6,77789,19,1164,14.96355526,no link,non-devreg,non-CNS,luxury,-1.72,81,6,9,6,42,4,1,1.04127833,0.077131728,0.115697592,0.077131728,0.539922097,0.051421152,0.012855288
ACTN3,89,944,4,16934,20,622,36.73083737,no link,Devreg,non-CNS,luxury,NA,35,0,3,13,15,0,0,2.066847762,0,0.17715838,0.767686312,0.885791898,0,0
ACTN4,81,911,2,82905,19,763,9.203304988,no link,Devreg,non-CNS,luxury,-0.71,124,7,27,29,51,7,0,1.495687835,0.084433991,0.325673964,0.349797962,0.615161932,0.084433991,0
ACTR10,55860,417,2,35521,11,596,16.7788069,no link,non-devreg,non-CNS,housekeeping,-0.25,85,10,5,5,45,9,1,2.392950649,0.281523606,0.140761803,0.140761803,1.266856226,0.253371245,0.028152361
ACTR1A,10121,376,2,23527,9,365,15.51409019,no link,non-devreg,non-CNS,housekeeping,-0.36,45,7,0,4,30,7,0,1.912696051,0.297530497,0,0.170017427,1.275130701,0.297530497,0
ACTR1B,10120,376,2,8160,9,170,20.83333333,no link,non-devreg,non-CNS,housekeeping,-0.36,1,0,0,0,0,0,0,0.12254902,0,0,0,0,0,0
ACTR2,10097,399,4,43562,8,519,11.91405353,no link,non-devreg,non-CNS,luxury,-0.1,76,7,10,2,44,6,1,1.744639824,0.16069051,0.229557872,0.045911574,1.010054635,0.137734723,0.022955787
ACTR3,10096,418,4,71619,10,609,8.503330122,no link,non-devreg,non-CNS,luxury,0.13,115,34,9,12,39,28,1,1.605719153,0.474734358,0.125664977,0.167553303,0.544548234,0.390957707,0.013962775
ACTR3B,57180,418,4,95631,10,850,8.88833119,no link,non-devreg,non-CNS,luxury,-0.43,167,52,6,11,59,48,1,1.746295657,0.543756732,0.062741161,0.115025462,0.616954753,0.501929291,0.01045686
ACTR3C,653857,210,4,76458,6,236,3.086661958,no link,non-devreg,non-CNS,luxury,0.48,134,35,10,8,31,30,3,1.752596197,0.457767663,0.130790761,0.104632609,0.405451359,0.392372283,0.039237228
ACTR5,79913,607,2,23993,7,233,9.711165757,no link,non-devreg,non-CNS,housekeeping,0.27,39,10,10,5,9,10,0,1.625474097,0.41678823,0.41678823,0.208394115,0.375109407,0.41678823,0
ACTR6,64431,396,2,24338,9,385,15.81888405,no link,non-devreg,non-CNS,luxury,-0.25,59,8,2,10,33,7,1,2.424192621,0.328704084,0.082176021,0.410880105,1.355904347,0.287616074,0.041088011
ACTR8,93973,624,2,15136,11,394,26.03065539,no link,non-devreg,non-CNS,housekeeping,-0.62,16,0,5,4,6,0,0,1.057082452,0,0.330338266,0.264270613,0.39640592,0,0
ACTRT1,139741,376,2,1442,0,0,0,no link,non-devreg,non-CNS,luxury,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,140625,377,2,1422,0,0,0,no link,non-devreg,non-CNS,luxury,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,84517,372,2,2973,0,0,0,no link,non-devreg,non-CNS,luxury,0.95,1,0,0,0,1,0,0,0.336360579,0,0,0,0.336360579,0,0
ACVR1,90,509,4,139417,9,1417,10.16375334,no link,Devreg,non-CNS,housekeeping,-0.51,188,25,23,23,52,20,0,1.348472568,0.179318161,0.164972708,0.164972708,0.372981774,0.143454529,0
ACVR1B,91,546,6,45413,8,485,10.6797613,no link,Devreg,CNS,housekeeping,-0.41,83,11,10,14,31,11,0,1.827670491,0.24222139,0.220201264,0.30828177,0.682623918,0.24222139,0
ACVR1C,130399,493,8,102121,7,761,7.451944262,no link,Devreg,non-CNS,luxury,-0.05,114,48,8,12,28,39,4,1.116322794,0.47003065,0.078338442,0.117507662,0.274184546,0.381899903,0.039169221
ACVR2A,92,513,6,85824,9,925,10.77787099,no link,Devreg,non-CNS,luxury,-0.34,88,6,20,19,15,3,3,1.025354213,0.069910515,0.233035048,0.221383296,0.174776286,0.034955257,0.034955257
ACVR2B,93,512,2,38844,9,205,5.277520338,no link,Devreg,non-CNS,luxury,-0.78,38,14,0,4,9,13,0,0.978272063,0.360416023,0,0.102976007,0.231696015,0.334672021,0
ACVRL1,94,503,4,11033,7,283,25.65032176,no link,Devreg,non-CNS,luxury,-1.02,13,0,1,8,4,0,0,1.178283332,0,0.090637179,0.725097435,0.362548717,0,0
ACY1,95,408,10,5919,13,223,37.67528299,no link,non-devreg,non-CNS,luxury,0.33,8,0,2,4,2,0,0,1.351579659,0,0.337894915,0.675789829,0.337894915,0,0
ACY3,91703,319,2,8105,6,102,12.58482418,no link,non-devreg,non-CNS,luxury,-0.24,13,0,2,6,2,0,0,1.60394818,0,0.246761258,0.740283775,0.246761258,0,0
ACYP1,97,99,6,10809,1,0,0,no link,non-devreg,non-CNS,luxury,-0.03,24,10,0,0,10,10,0,2.220371912,0.925154963,0,0,0.925154963,0.925154963,0
ACYP2,98,99,2,190026,2,49,0.257859451,no link,non-devreg,non-CNS,luxury,0.08,373,81,43,33,107,65,5,1.962889289,0.42625746,0.226284824,0.173660446,0.563080842,0.342058455,0.026312189
ADA,100,363,2,32214,10,334,10.36816291,no link,Devreg,non-CNS,luxury,-0.09,83,3,16,36,20,0,0,2.576519526,0.093127212,0.496678463,1.117526541,0.620848078,0,0
ADAD1,132612,565,6,50353,10,683,13.56423649,no link,non-devreg,non-CNS,luxury,-0.23,63,23,4,7,16,18,4,1.251166763,0.456775167,0.07943916,0.139018529,0.317756638,0.357476218,0.07943916
ADAD2,161931,583,4,6050,8,28,4.628099174,no link,non-devreg,non-CNS,luxury,0.14,6,2,0,1,3,2,0,0.991735537,0.330578512,0,0.165289256,0.495867769,0.330578512,0
ADAL,161823,328,4,23225,10,499,21.48546825,no link,non-devreg,non-CNS,luxury,0.26,41,6,8,7,16,6,0,1.765339074,0.258342304,0.344456405,0.301399354,0.688912809,0.258342304,0
ADAM10,102,748,2,153668,14,1806,11.75260952,no link,non-devreg,non-CNS,luxury,-0.38,249,76,17,18,97,72,1,1.620376396,0.494572715,0.110628107,0.117135643,0.631230965,0.468542572,0.006507536
ADAM11,4185,263,2,4375,4,72,16.45714286,no link,non-devreg,non-CNS,luxury,-1.07,3,0,0,1,1,0,0,0.685714286,0,0,0.228571429,0.228571429,0,0
ADAM12,8038,909,10,374226,21,4857,12.97878822,no link,non-devreg,non-CNS,luxury,0.01,417,97,60,73,67,73,10,1.114299915,0.259201659,0.160330923,0.19506929,0.179036197,0.19506929,0.026721821
ADAM15,8751,863,18,11505,21,298,25.90178183,no link,non-devreg,non-CNS,luxury,-0.57,13,0,0,9,4,0,0,1.129943503,0,0,0.782268579,0.347674924,0,0
ADAM17,6868,824,2,66507,17,871,13.0963658,no link,non-devreg,non-CNS,luxury,0.6,124,25,6,5,66,22,1,1.864465395,0.375900281,0.090216067,0.075180056,0.992376742,0.330792247,0.015036011
ADAM18,8749,739,4,145497,18,764,5.250967374,no link,non-devreg,non-CNS,luxury,0.59,199,114,7,2,20,77,17,1.367725795,0.78352131,0.048110958,0.013745988,0.137459879,0.529220534,0.116840897
ADAM19,8728,918,2,98520,21,2105,21.36622006,no link,non-devreg,non-CNS,luxury,0.92,194,25,25,50,48,20,3,1.969143321,0.253755583,0.253755583,0.507511165,0.487210719,0.203004466,0.03045067
ADAM2,2515,735,6,94554,19,0,0,no link,non-devreg,non-CNS,luxury,0.87,149,58,11,3,24,47,7,1.575819109,0.613406096,0.116335639,0.031727902,0.253823212,0.497070457,0.07403177
ADAM20,8748,776,2,12655,0,0,0,no link,non-devreg,non-CNS,luxury,-0.13,18,7,0,0,3,6,1,1.422362702,0.553141051,0,0,0.23706045,0.474120901,0.07902015
ADAM21,8747,722,2,7749,0,0,0,no link,non-devreg,non-CNS,luxury,-0.11,9,1,1,0,1,1,0,1.161440186,0.12904891,0.12904891,0,0.12904891,0.12904891,0
ADAM22,53616,906,10,268639,29,5012,18.6570081,no link,non-devreg,CNS,luxury,-0.55,334,85,25,40,86,59,14,1.243304211,0.316409754,0.093061692,0.148898708,0.320132222,0.219625594,0.052114548
ADAM23,8745,832,2,177487,24,4234,23.85526827,no link,non-devreg,CNS,luxury,-0.04,195,33,30,24,47,21,2,1.098672015,0.18592911,0.169026464,0.135221171,0.264808127,0.118318525,0.011268431
ADAM28,10863,775,6,61147,21,1065,17.41704417,no link,non-devreg,non-CNS,luxury,0.76,77,34,10,15,9,24,5,1.259260471,0.556037091,0.163540321,0.245310481,0.147186289,0.39249677,0.08177016
ADAM29,11086,820,14,59823,0,0,0,no link,non-devreg,non-CNS,luxury,0.11,73,29,5,4,9,25,3,1.220266453,0.484763385,0.083579894,0.066863915,0.150443809,0.41789947,0.050147936
ADAM30,11085,790,2,2992,0,0,0,no link,non-devreg,non-CNS,luxury,-0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,203102,787,2,177387,23,741,4.177307243,no link,non-devreg,non-CNS,luxury,0.38,236,108,17,10,45,73,19,1.330424439,0.608838303,0.095835659,0.056373917,0.253682626,0.411529593,0.107110442
ADAM33,80332,813,6,14119,20,337,23.86854593,no link,non-devreg,non-CNS,luxury,0.8,8,0,0,4,2,0,0,0.566612366,0,0,0.283306183,0.141653092,0,0
ADAM7,8756,754,2,68569,20,1018,14.84635914,no link,non-devreg,non-CNS,luxury,0.12,79,32,8,5,17,29,3,1.152124138,0.466683195,0.116670799,0.072919249,0.247925447,0.422931645,0.04375155
ADAM8,101,824,6,14488,21,229,15.80618443,no link,Devreg,non-CNS,luxury,NA,7,4,0,0,2,4,0,0.483158476,0.276090558,0,0,0.138045279,0.276090558,0
ADAM9,8754,819,2,108275,20,1255,11.59085662,no link,Devreg,non-CNS,luxury,-0.2,195,83,14,14,47,65,5,1.800969753,0.766566613,0.129300393,0.129300393,0.434079889,0.600323251,0.046178712
ADAMDEC1,27299,470,6,21729,12,303,13.94449814,no link,non-devreg,non-CNS,luxury,1.4,18,3,5,2,2,2,1,0.828386028,0.138064338,0.23010723,0.092042892,0.092042892,0.092042892,0.046021446
ADAMTS1,9510,967,2,9123,7,144,15.78428149,no link,Devreg,non-CNS,luxury,0.07,2,0,1,0,1,0,0,0.219226132,0,0.109613066,0,0.109613066,0,0
ADAMTS10,81794,1103,4,30463,24,828,27.18051407,no link,non-devreg,non-CNS,luxury,-1.32,57,1,1,12,40,1,0,1.871122345,0.032826708,0.032826708,0.393920494,1.313068312,0.032826708,0
ADAMTS12,81792,1594,2,364838,22,4023,11.0268119,no link,Devreg,non-CNS,luxury,0.87,512,115,58,103,72,88,13,1.403362588,0.315208394,0.158974668,0.282317083,0.197347864,0.241202945,0.035632253
ADAMTS13,11093,1427,6,37389,27,720,19.25700072,no link,non-devreg,non-CNS,luxury,0.62,79,9,6,16,34,9,0,2.112920913,0.240712509,0.160475006,0.427933349,0.909358367,0.240712509,0
ADAMTS14,140766,1226,4,89637,20,1416,15.79704809,no link,non-devreg,non-CNS,luxury,-0.55,149,15,27,51,18,15,0,1.662260004,0.167341611,0.3012149,0.568961478,0.200809933,0.167341611,0
ADAMTS15,170689,950,2,27671,6,262,9.468396516,no link,non-devreg,non-CNS,luxury,0.68,37,2,7,9,15,2,0,1.337139966,0.072277836,0.252972426,0.325250262,0.54208377,0.072277836,0
ADAMTS16,170690,1224,2,179970,21,1988,11.04628549,no link,Devreg,non-CNS,luxury,0.68,189,56,19,25,34,46,4,1.050175029,0.311162972,0.105573151,0.138912041,0.188920376,0.255598155,0.022225927
